Date,Open,High,Low,Close,Volume
2020-07-27,257.260009765625,260.5199890136719,256.45001220703125,260.1199951171875,36445700
2020-07-28,259.3099975585937,259.8500061035156,256.510009765625,256.8099975585937,31302400
2020-07-29,258.3999938964844,260.6600036621094,257.9100036621094,259.7699890136719,27556900
2020-07-30,257.739990234375,261.7099914550781,256.54998779296875,261.1300048828125,41774500
2020-07-31,265.9100036621094,265.95001220703125,260.8500061035156,265.7900085449219,53686300
2020-08-03,268.0,270.1499938964844,267.8699951171875,269.3800048828125,32081600
2020-08-04,268.8599853515625,270.4800109863281,268.0899963378906,270.3800048828125,24911300
2020-08-05,270.8800048828125,271.5199890136719,269.9599914550781,271.04998779296875,21612100
2020-08-06,270.8500061035156,274.9800109863281,270.19000244140625,274.6400146484375,28048200
2020-08-07,274.0799865722656,274.8800048828125,269.25,271.4700012207031,44969400
2020-08-10,271.7699890136719,271.9800109863281,266.6700134277344,270.3099975585937,35088400
2020-08-11,269.1099853515625,270.44000244140625,264.6300048828125,265.19000244140625,43104300
2020-08-12,267.4200134277344,272.8399963378906,267.3699951171875,271.8599853515625,38773400
2020-08-13,272.6600036621094,274.8299865722656,271.510009765625,272.4800109863281,31895700
2020-08-14,273.1199951171875,273.3999938964844,270.7200012207031,272.1600036621094,30799500
2020-08-17,273.92999267578125,275.8399963378906,272.20001220703125,275.32000732421875,24803000
2020-08-18,276.4200134277344,278.4599914550781,274.9100036621094,277.9700012207031,23529500
2020-08-19,277.92999267578125,279.0199890136719,275.57000732421875,276.1000061035156,31999400
2020-08-20,275.2799987792969,280.42999267578125,274.8599853515625,279.92999267578125,27723400
2020-08-21,280.1300048828125,282.3399963378906,279.4599914550781,281.8699951171875,34748900
2020-08-24,285.25,286.0,281.2699890136719,283.6300048828125,36418500
2020-08-25,282.8299865722656,286.0599975585937,282.3699951171875,285.8599853515625,34866600
2020-08-26,287.1499938964844,292.2200012207031,285.8299865722656,291.9599914550781,42216700
2020-08-27,292.9700012207031,293.8500061035156,288.7099914550781,291.04998779296875,49482700
2020-08-28,292.3299865722656,293.17999267578125,290.92999267578125,292.5299987792969,28021000
2020-08-31,293.07000732421875,296.75,292.6199951171875,294.8800048828125,36321000
2020-09-01,297.6199951171875,300.0400085449219,295.7900085449219,299.9200134277344,36216200
2020-09-02,303.2799987792969,303.5,296.8900146484375,302.760009765625,50836800
2020-09-03,298.1000061035156,298.6199951171875,284.4100036621094,287.4100036621094,110083300
2020-09-04,285.5599975585937,288.92999267578125,271.79998779296875,283.5799865722656,123959000
2020-09-08,272.2200012207031,278.2200012207031,269.6600036621094,269.95001220703125,99568600
2020-09-09,275.6400146484375,280.04998779296875,273.0,277.8800048828125,64837900
2020-09-10,280.94000244140625,282.20001220703125,270.5599975585937,272.3399963378906,69667500
2020-09-11,274.1499938964844,275.2200012207031,266.8999938964844,270.45001220703125,71809000
2020-09-14,274.3599853515625,277.2200012207031,272.9599914550781,275.1600036621094,38525200
2020-09-15,279.0299987792969,280.45001220703125,275.1300048828125,279.0599975585937,41849900
2020-09-16,279.8800048828125,280.3599853515625,274.25,274.6099853515625,42321000
2020-09-17,267.54998779296875,274.3999938964844,266.67999267578125,270.32000732421875,81570800
2020-09-18,271.7900085449219,272.0899963378906,262.6300048828125,266.8699951171875,86251100
2020-09-21,262.4700012207031,267.6499938964844,260.1099853515625,267.510009765625,57168600
2020-09-22,269.989990234375,273.0799865722656,266.5400085449219,272.4800109863281,41128900
2020-09-23,272.1499938964844,272.3399963378906,263.25,264.1600036621094,48837300
2020-09-24,261.3900146484375,268.70001220703125,261.2200012207031,265.3900146484375,70631700
2020-09-25,265.9100036621094,272.3999938964844,264.29998779296875,271.5599975585937,55242400
2020-09-28,276.5799865722656,277.20001220703125,271.6700134277344,277.20001220703125,58438300
2020-09-29,276.6199951171875,277.7099914550781,275.3699951171875,275.95001220703125,27050000
2020-09-30,276.1499938964844,281.0899963378906,275.8699951171875,277.8399963378906,49380800
2020-10-01,281.7900085449219,282.8800048828125,279.8399963378906,282.25,50020200
2020-10-02,276.0199890136719,282.239990234375,273.44000244140625,274.3099975585937,75497400
2020-10-05,276.3399963378906,280.489990234375,276.2300109863281,280.1600036621094,28184600
2020-10-06,279.45001220703125,281.19000244140625,274.25,275.1600036621094,49704200
2020-10-07,277.8900146484375,280.739990234375,277.2799987792969,279.9200134277344,27539700
2020-10-08,282.3999938964844,282.4700012207031,280.3099975585937,281.4100036621094,25443300
2020-10-09,283.1099853515625,285.7900085449219,282.7099914550781,285.7099914550781,30201100
2020-10-12,290.54998779296875,297.4599914550781,289.4700012207031,294.5299987792969,79370700
2020-10-13,296.3900146484375,297.04998779296875,293.1099853515625,294.5199890136719,64240000
2020-10-14,295.3500061035156,296.3500061035156,290.260009765625,292.0599975585937,36949100
2020-10-15,287.20001220703125,290.7099914550781,286.5400085449219,290.1000061035156,42514200
2020-10-16,291.79998779296875,293.2699890136719,288.1499938964844,288.510009765625,40570700
2020-10-19,290.489990234375,291.4800109863281,282.7900085449219,283.79998779296875,36756800
2020-10-20,284.5599975585937,287.6199951171875,282.95001220703125,284.4100036621094,32195400
2020-10-21,284.6700134277344,287.32000732421875,283.69000244140625,284.19000244140625,29306100
2020-10-22,285.04998779296875,285.9800109863281,280.82000732421875,284.17999267578125,32196200
2020-10-23,284.7699890136719,284.9100036621094,281.7799987792969,284.739990234375,24658500
2020-10-26,282.3800048828125,285.29998779296875,276.760009765625,280.4700012207031,38421100
2020-10-27,281.5,283.510009765625,280.20001220703125,282.6600036621094,30559100
2020-10-28,278.010009765625,278.6400146484375,271.3800048828125,271.6400146484375,53413500
2020-10-29,273.0,279.489990234375,272.5199890136719,276.3900146484375,43246300
2020-10-30,274.3399963378906,275.239990234375,267.07000732421875,269.3800048828125,65838300
2020-11-02,271.8500061035156,273.5199890136719,266.9700012207031,269.9800109863281,39987400
2020-11-03,271.9599914550781,276.82000732421875,270.8399963378906,274.6499938964844,43604100
2020-11-04,283.5899963378906,288.7699890136719,281.8699951171875,286.9100036621094,75728200
2020-11-05,293.5299987792969,295.3900146484375,292.0,294.3900146484375,52054200
2020-11-06,293.7099914550781,295.3599853515625,289.8299865722656,294.6099853515625,40959800
2020-11-09,297.6499938964844,299.1400146484375,288.1199951171875,288.5899963378906,86537100
2020-11-10,285.1700134277344,286.6600036621094,280.6199951171875,283.4200134277344,69024900
2020-11-11,286.0299987792969,290.25,283.3800048828125,289.760009765625,36102900
2020-11-12,290.760009765625,292.07000732421875,287.25,288.3999938964844,34414600
2020-11-13,290.1700134277344,291.57000732421875,287.8699951171875,290.92999267578125,24806900
2020-11-16,290.6199951171875,293.510009765625,289.989990234375,293.20001220703125,30168400
2020-11-17,293.3999938964844,293.739990234375,291.6099853515625,292.2699890136719,21843500
2020-11-18,291.70001220703125,293.3699951171875,290.0199890136719,290.1099853515625,28069600
2020-11-19,289.5400085449219,292.70001220703125,288.8500061035156,292.3800048828125,22718400
2020-11-20,292.29998779296875,293.07000732421875,290.2900085449219,290.3800048828125,25907300
2020-11-23,291.4100036621094,292.75,288.07000732421875,290.3900146484375,26875600
2020-11-24,291.489990234375,294.9800109863281,289.6300048828125,294.4700012207031,24516800
2020-11-25,295.57000732421875,296.94000244140625,294.5899963378906,296.2799987792969,23326800
2020-11-27,298.3099975585937,300.1700134277344,297.8999938964844,299.010009765625,17163100
2020-11-30,299.3399963378906,299.9700012207031,294.7799987792969,299.6199951171875,27836200
2020-12-01,301.9700012207031,305.1400146484375,300.8299865722656,303.4599914550781,27521300
2020-12-02,302.25,304.20001220703125,300.3500061035156,303.8500061035156,23620000
2020-12-03,304.1700134277344,305.8800048828125,303.5299987792969,304.2799987792969,22828700
2020-12-04,304.3299865722656,305.6700134277344,303.6300048828125,305.5199890136719,19332100
2020-12-07,305.7099914550781,307.6300048828125,305.5199890136719,307.25,20851000
2020-12-08,306.760009765625,308.6000061035156,304.95001220703125,308.2900085449219,18341500
2020-12-09,308.07000732421875,308.3599853515625,300.2099914550781,301.3099975585937,48839300
2020-12-10,299.2099914550781,303.67999267578125,298.0899963378906,302.5199890136719,27519500
2020-12-11,300.8099975585937,301.9800109863281,298.4700012207031,301.8500061035156,26760400
2020-12-14,303.0799865722656,306.04998779296875,303.010009765625,304.0400085449219,28804800
2020-12-15,306.3699951171875,307.2900085449219,304.1099853515625,307.2900085449219,25709000
2020-12-16,307.70001220703125,309.7900085449219,306.6199951171875,308.9800109863281,25461900
2020-12-17,310.6300048828125,311.239990234375,309.3900146484375,311.0,23730500
2020-12-18,311.6600036621094,311.9800109863281,307.6099853515625,310.0599975585937,41173400
2020-12-21,306.4599914550781,309.4700012207031,303.6000061035156,308.9200134277344,37095500
2020-12-22,309.8500061035156,310.7099914550781,306.8500061035156,309.760009765625,26176300
2020-12-23,309.8099975585937,310.17999267578125,308.0400085449219,308.20001220703125,21201300
2020-12-24,308.4700012207031,310.0199890136719,308.3900146484375,309.5599975585937,16785000
2020-12-28,312.25,313.1700134277344,310.3599853515625,312.67999267578125,22497700
2020-12-29,314.04998779296875,314.69000244140625,312.0299987792969,312.9599914550781,25871900
2020-12-30,314.1600036621094,314.489990234375,312.3299865722656,312.9700012207031,18138100
2020-12-31,312.8699951171875,314.239990234375,311.760009765625,313.739990234375,21611400
2021-01-04,315.1099853515625,315.2900085449219,305.17999267578125,309.3099975585937,45305900
2021-01-05,308.2900085449219,312.1400146484375,308.2900085449219,311.8599853515625,29323400
2021-01-06,307.0,311.8800048828125,305.9800109863281,307.5400085449219,52809600
2021-01-07,310.2799987792969,315.8399963378906,310.25,314.9800109863281,30394800
2021-01-08,317.3399963378906,319.3900146484375,315.0799865722656,319.0299987792969,33955800
2021-01-11,315.9800109863281,317.19000244140625,313.75,314.4200134277344,32746400
2021-01-12,314.4599914550781,315.5799865722656,311.20001220703125,313.9200134277344,29266800
2021-01-13,314.19000244140625,316.8599853515625,313.57000732421875,316.0400085449219,22898400
2021-01-14,316.5,317.5299987792969,313.8599853515625,314.3500061035156,23500100
2021-01-15,314.1300048828125,315.1199951171875,310.5799865722656,311.8599853515625,35118700
2021-01-19,314.25,316.92999267578125,313.1199951171875,316.4100036621094,24537000
2021-01-20,320.1400146484375,324.739990234375,316.510009765625,323.7699890136719,30728100
2021-01-21,325.1499938964844,327.1300048828125,323.7300109863281,326.3599853515625,25130600
2021-01-22,325.2900085449219,326.4599914550781,324.7099914550781,325.4200134277344,21609400
2021-01-25,328.9100036621094,330.32000732421875,321.4100036621094,328.1099853515625,39080600
2021-01-26,328.8500061035156,329.760009765625,327.2200012207031,328.5899963378906,25498100
2021-01-27,326.260009765625,326.2699890136719,317.3599853515625,319.42999267578125,55264000
2021-01-28,320.6700134277344,326.4200134277344,320.0299987792969,321.32000732421875,42836300
2021-01-29,319.5799865722656,320.7200012207031,312.760009765625,314.5599975585937,55259000
2021-02-01,318.1099853515625,323.5400085449219,316.0199890136719,322.4200134277344,35646000
2021-02-02,325.4800109863281,328.8699951171875,325.3099975585937,327.67999267578125,33930800
2021-02-03,329.82000732421875,330.20001220703125,326.32000732421875,326.3800048828125,24824500
2021-02-04,327.82000732421875,330.3299865722656,326.4599914550781,330.239990234375,22350900
2021-02-05,331.2200012207031,332.3999938964844,329.5299987792969,331.3599853515625,22732000
2021-02-08,333.1000061035156,333.739990234375,331.4100036621094,333.5799865722656,20462800
2021-02-09,332.6199951171875,334.8099975585937,332.6099853515625,333.510009765625,17597500
2021-02-10,334.989990234375,335.4599914550781,329.5,332.75,28068700
2021-02-11,334.3299865722656,335.0,332.1199951171875,334.5799865722656,22046100
2021-02-12,333.7099914550781,336.6199951171875,332.6300048828125,336.45001220703125,20346800
2021-02-16,337.2699890136719,338.19000244140625,334.3399963378906,335.5400085449219,27080800
2021-02-17,332.4700012207031,335.6600036621094,330.1700134277344,333.92999267578125,31360300
2021-02-18,330.2300109863281,333.8699951171875,328.3599853515625,332.4700012207031,32236200
2021-02-19,333.8599853515625,333.989990234375,329.9700012207031,331.0199890136719,39157700
2021-02-22,326.5,327.79998779296875,322.2300109863281,322.44000244140625,47256900
2021-02-23,317.0,323.20001220703125,311.0,321.4800109863281,97241900
2021-02-24,318.739990234375,324.45001220703125,315.9599914550781,324.1300048828125,58206300
2021-02-25,321.3900146484375,324.0299987792969,311.239990234375,312.8299865722656,110182600
2021-02-26,315.8500061035156,319.1099853515625,310.8800048828125,314.1400146484375,104739800
2021-03-01,319.2699890136719,323.94000244140625,317.94000244140625,323.5899963378906,49164500
2021-03-02,324.25,324.3299865722656,318.1400146484375,318.3999938964844,48370000
2021-03-03,317.2699890136719,318.239990234375,309.1000061035156,309.1600036621094,86301100
2021-03-04,308.7799987792969,312.0400085449219,300.1099853515625,304.1000061035156,139131600
2021-03-05,306.79998779296875,309.6099853515625,297.45001220703125,308.67999267578125,121523700
2021-03-08,308.1199951171875,310.0599975585937,299.510009765625,299.94000244140625,88409800
2021-03-09,307.4700012207031,313.7300109863281,306.9200134277344,311.7699890136719,80391100
2021-03-10,316.1600036621094,316.4700012207031,310.1700134277344,310.8800048828125,76798100
2021-03-11,315.7699890136719,319.8599853515625,314.8500061035156,318.0400085449219,53484800
2021-03-12,313.8599853515625,318.2300109863281,311.3900146484375,315.4599914550781,69315600
2021-03-15,315.7900085449219,319.0,314.1000061035156,318.8299865722656,42955700
2021-03-16,321.0899963378906,324.20001220703125,319.1000061035156,320.5799865722656,54925900
2021-03-17,317.45001220703125,323.8500061035156,315.67999267578125,321.8999938964844,78258700
2021-03-18,316.8699951171875,317.8800048828125,311.57000732421875,312.0400085449219,82718100
2021-03-19,311.8699951171875,314.7300109863281,309.6600036621094,313.1400146484375,78446200
2021-03-22,315.2099914550781,320.739990234375,315.2099914550781,318.6099853515625,56194800
2021-03-23,319.7300109863281,321.0899963378906,316.3800048828125,317.2200012207031,53455400
2021-03-24,318.6300048828125,318.6700134277344,311.7200012207031,311.8699951171875,64803700
2021-03-25,309.9700012207031,312.8900146484375,307.3900146484375,311.3299865722656,78729000
2021-03-26,311.1099853515625,316.3299865722656,309.6700134277344,316.0,63519600
2021-03-29,315.45001220703125,316.989990234375,312.4700012207031,315.9100036621094,54608000
2021-03-30,313.8900146484375,314.9100036621094,311.5400085449219,314.32000732421875,44635700
2021-03-31,316.1600036621094,320.739990234375,315.8099975585937,319.1300048828125,55032500
2021-04-01,323.07000732421875,324.7099914550781,322.8099975585937,324.57000732421875,55685600
2021-04-05,327.1300048828125,331.8399963378906,326.8800048828125,331.04998779296875,42172500
2021-04-06,330.7300109863281,332.8299865722656,330.0199890136719,330.82000732421875,33537200
2021-04-07,330.3299865722656,332.4800109863281,329.3699951171875,331.6199951171875,32046400
2021-04-08,334.5599975585937,335.2699890136719,333.739990234375,335.0799865722656,29940800
2021-04-09,333.67999267578125,337.32000732421875,332.9200134277344,337.1099853515625,36664900
2021-04-12,336.0400085449219,337.1000061035156,334.7300109863281,336.6700134277344,25833000
2021-04-13,338.239990234375,341.0799865722656,338.0199890136719,340.6000061035156,30374000
2021-04-14,340.8500061035156,340.9800109863281,335.6700134277344,336.510009765625,42564300
2021-04-15,339.4700012207031,342.010009765625,336.2200012207031,341.6099853515625,36342800
2021-04-16,342.1499938964844,342.2300109863281,340.0799865722656,342.010009765625,40860100
2021-04-19,340.3900146484375,341.5799865722656,336.8999938964844,338.8800048828125,34533100
2021-04-20,338.20001220703125,339.5199890136719,334.3800048828125,336.4100036621094,38081800
2021-04-21,335.0899963378906,339.4800109863281,333.9700012207031,339.2900085449219,36598100
2021-04-22,338.8900146484375,339.8999938964844,334.010009765625,335.20001220703125,45936100
2021-04-23,335.8500061035156,340.7699890136719,335.8500061035156,339.4200134277344,36381900
2021-04-26,339.6700134277344,341.9200134277344,338.8999938964844,341.6300048828125,30812000
2021-04-27,341.92999267578125,342.1499938964844,339.1700134277344,340.1499938964844,33187200
