Date,Open,High,Low,Close,Volume
2020-01-02,214.3999938964844,216.16000366210935,213.97999572753903,216.16000366210935,30969400
2020-01-03,213.3000030517578,215.47000122070312,213.27999877929688,214.17999267578125,27518900
2020-01-06,212.5,215.58999633789065,212.2400054931641,215.55999755859372,21655300
2020-01-07,215.63999938964844,216.13999938964844,214.8500061035156,215.52999877929688,22139300
2020-01-08,215.5,218.13999938964844,215.16000366210935,217.1499938964844,26397300
2020-01-09,218.94000244140625,219.41000366210935,217.7100067138672,218.9900054931641,23547000
2020-01-10,219.8500061035156,219.8699951171875,218.0399932861328,218.42999267578125,21898500
2020-01-13,219.3300018310547,220.97999572753903,218.97999572753903,220.9499969482422,22756900
2020-01-14,220.83999633789065,221.2100067138672,219.7400054931641,220.0800018310547,24418100
2020-01-15,220.1999969482422,221.1999969482422,219.4499969482422,220.1699981689453,25742100
2020-01-16,221.2700042724609,222.32000732421875,220.8000030517578,222.27999877929688,18805000
2020-01-17,223.27999877929688,223.55999755859372,222.1199951171875,223.3800048828125,24325200
2020-01-21,222.75999450683597,223.83999633789065,222.66000366210935,223.27999877929688,21146300
2020-01-22,224.41000366210935,225.1499938964844,223.58999633789065,223.8699951171875,20736400
2020-01-23,223.7400054931641,224.69000244140625,222.6999969482422,224.58999633789065,26496100
2020-01-24,225.63999938964844,225.8800048828125,221.6699981689453,222.6999969482422,37436500
2020-01-27,217.6699981689453,219.27999877929688,217.17999267578125,218.1000061035156,42264400
2020-01-28,219.63999938964844,221.9600067138672,219.05999755859372,221.4499969482422,26731900
2020-01-29,222.67999267578125,222.92999267578125,220.8300018310547,221.80999755859372,28924500
2020-01-30,220.3800048828125,222.6999969482422,219.69000244140625,222.6000061035156,39568100
2020-01-31,223.52999877929688,223.55999755859372,218.2899932861328,219.07000732421875,52015800
2020-02-03,220.13999938964844,222.88999938964844,219.9900054931641,222.3800048828125,25408600
2020-02-04,225.4199981689453,227.8600006103516,224.6499938964844,227.47000122070312,30691200
2020-02-05,230.2100067138672,230.25,226.8500061035156,228.22000122070312,38534800
2020-02-06,228.7899932861328,230.25,227.97999572753903,230.19000244140625,22467100
2020-02-07,229.16000366210935,230.44000244140625,228.5399932861328,229.1999969482422,25884900
2020-02-10,228.44000244140625,231.97999572753903,228.3800048828125,231.97000122070312,21478900
2020-02-11,233.25,234.0200042724609,231.3999938964844,232.00999450683597,30198000
2020-02-12,233.3800048828125,234.3800048828125,232.8000030517578,234.2700042724609,24471300
2020-02-13,232.63999938964844,234.92999267578125,232.3600006103516,233.97000122070312,22773200
2020-02-14,234.33999633789065,234.8600006103516,233.5500030517578,234.63999938964844,23438500
2020-02-18,233.5,235.1699981689453,233.25,234.72999572753903,24394500
2020-02-19,236.1300048828125,237.47000122070312,235.8500061035156,236.97999572753903,22230500
2020-02-20,236.4600067138672,236.9499969482422,231.8800048828125,234.77999877929688,42604000
2020-02-21,233.6100006103516,234.00999450683597,229.32000732421875,230.2700042724609,66017200
2020-02-24,221.67999267578125,224.25,220.25999450683597,221.38999938964844,84522600
2020-02-25,223.25,223.9900054931641,214.7400054931641,215.3699951171875,97743000
2020-02-26,216.7100067138672,220.27999877929688,214.8999938964844,216.47999572753903,79537700
2020-02-27,210.8999938964844,216.4199981689453,205.5,205.63999938964844,121822600
2020-02-28,198.63999938964844,207.1699981689453,198.1699981689453,205.8000030517578,148173700
2020-03-02,208.8800048828125,216.57000732421875,205.94000244140625,216.4199981689453,112933900
2020-03-03,217.1100006103516,219.6100006103516,207.6199951171875,209.47999572753903,131953500
2020-03-04,213.32000732421875,218.3300018310547,211.3699951171875,218.22000122070312,73086200
2020-03-05,212.69000244140625,216.3600006103516,210.1000061035156,211.58999633789065,78705500
2020-03-06,204.6699981689453,209.1499938964844,202.91000366210935,208.0200042724609,89828400
2020-03-09,193.47999572753903,201.16000366210935,192.1100006103516,193.57000732421875,116424000
2020-03-10,201.1100006103516,204.3000030517578,193.67999267578125,204.1100006103516,100599200
2020-03-11,199.3500061035156,200.75,192.72999572753903,195.22000122070312,89168800
2020-03-12,182.08999633789065,190.77999877929688,176.94000244140625,177.32000732421875,137820700
2020-03-13,187.07000732421875,194.47999572753903,178.1300048828125,192.33999633789065,134882000
2020-03-16,174.14999389648438,184.67999267578125,169.16000366210938,169.3000030517578,92054400
2020-03-17,175.47000122070312,184.38999938964844,169.77999877929688,182.13999938964844,121257100
2020-03-18,171.61000061035156,179.22000122070312,166.8000030517578,176.60000610351562,114156300
2020-03-19,175.69000244140625,183.4900054931641,171.6300048828125,177.66000366210938,120896500
2020-03-20,181.7400054931641,182.8699951171875,170.10000610351562,170.6999969482422,118983900
2020-03-23,170.9199981689453,174.2100067138672,164.92999267578125,170.4600067138672,124639800
2020-03-24,179.91000366210938,183.8300018310547,177.9499969482422,183.66000366210935,94881800
2020-03-25,184.4199981689453,189.50999450683597,179.97999572753906,182.3000030517578,88754900
2020-03-26,183.8699951171875,192.72000122070312,183.6100006103516,191.8999938964844,79887600
2020-03-27,186.92999267578125,190.50999450683597,184.66000366210935,185.3000030517578,58845000
2020-03-30,187.05999755859372,192.4900054931641,186.33999633789065,192.0399932861328,49356900
2020-03-31,191.72000122070312,195.25,189.1999969482422,190.3999938964844,62659300
2020-04-01,184.7700042724609,187.66000366210935,180.8600006103516,182.30999755859372,53715400
2020-04-02,181.2400054931641,190.1000061035156,180.97000122070312,186.00999450683597,56465300
2020-04-03,185.5500030517578,187.07000732421875,181.2899932861328,183.3699951171875,47487600
2020-04-06,190.47999572753903,197.6499938964844,189.19000244140625,196.47999572753903,64763500
2020-04-07,202.3699951171875,202.66000366210935,196.0,196.3999938964844,69904500
2020-04-08,198.1499938964844,201.1699981689453,196.1699981689453,200.57000732421875,45940400
2020-04-09,202.3500061035156,203.22000122070312,199.02999877929688,200.8600006103516,68252600
2020-04-13,200.0,203.4199981689453,198.75,203.02999877929688,42853900
2020-04-14,207.22999572753903,212.5,206.4199981689453,211.8600006103516,63959600
2020-04-15,208.47999572753903,211.8300018310547,207.1199951171875,209.42999267578125,47036000
2020-04-16,211.69000244140625,214.3699951171875,209.69000244140625,213.25,64657400
2020-04-17,216.1699981689453,216.50999450683597,212.0800018310547,215.2899932861328,62863200
2020-04-20,213.3600006103516,215.8800048828125,212.57000732421875,212.7400054931641,38249100
2020-04-21,210.6000061035156,211.16000366210935,203.6300048828125,204.88999938964844,72932800
2020-04-22,209.1000061035156,212.3500061035156,208.3300018310547,210.97000122070312,40089100
2020-04-23,211.7899932861328,214.44000244140625,210.1000061035156,210.5200042724609,43278500
2020-04-24,210.97000122070312,214.3000030517578,209.5,213.83999633789065,34231900
2020-04-27,216.19000244140625,216.6300048828125,214.5,215.55999755859372,36451700
2020-04-28,217.32000732421875,217.32000732421875,211.2100067138672,211.5,46862800
2020-04-29,216.19000244140625,219.97000122070312,215.13999938964844,219.0,48716400
2020-04-30,219.9499969482422,220.0399932861328,217.3500061035156,218.91000366210935,43359500
2020-05-01,214.5,216.6699981689453,211.67999267578125,212.7400054931641,48795000
2020-05-04,211.4600067138672,215.4499969482422,211.1199951171875,215.22000122070312,32841000
2020-05-05,217.44000244140625,220.13999938964844,216.8500061035156,217.66000366210935,37783100
2020-05-06,219.3999938964844,221.0399932861328,218.1100006103516,219.0,36455200
2020-05-07,221.82000732421875,222.72999572753903,220.4199981689453,221.82000732421875,38624800
2020-05-08,223.5500030517578,225.0,222.47999572753903,224.8600006103516,31852300
2020-05-11,223.4900054931641,227.92999267578125,223.25,226.8699951171875,35714100
2020-05-12,227.4900054931641,228.1000061035156,222.08999633789065,222.1199951171875,41054100
2020-05-13,222.66000366210935,224.6100006103516,216.7100067138672,219.33999633789065,65521200
2020-05-14,217.97000122070312,221.8699951171875,215.9900054931641,221.8300018310547,51549300
2020-05-15,218.77999877929688,223.3300018310547,218.3300018310547,223.2700042724609,55747200
2020-05-18,226.27999877929688,228.67999267578125,225.47000122070312,227.42999267578125,42398100
2020-05-19,227.6999969482422,229.8500061035156,226.7100067138672,226.8600006103516,36237300
2020-05-20,229.5,231.75999450683597,229.47999572753903,231.38999938964844,37417000
2020-05-21,231.44000244140625,232.13999938964844,228.33999633789065,228.8699951171875,43642900
2020-05-22,228.4499969482422,229.8699951171875,227.5,229.66000366210935,28762400
2020-05-26,233.3600006103516,233.57000732421875,228.7899932861328,229.0399932861328,33055300
2020-05-27,228.69000244140625,230.41000366210935,223.94000244140625,230.2899932861328,55665600
2020-05-28,229.1100006103516,233.47000122070312,229.0500030517578,229.9900054931641,42784300
2020-05-29,230.3800048828125,233.6000061035156,228.75999450683597,233.3600006103516,50691800
2020-06-01,232.4600067138672,234.4499969482422,232.0,234.05999755859372,25776000
2020-06-02,234.5,235.69000244140625,232.00999450683597,235.6300048828125,33383400
2020-06-03,236.25999450683597,237.47000122070312,235.3500061035156,236.69000244140625,37228700
2020-06-04,236.3300018310547,237.7899932861328,233.67999267578125,235.02999877929688,38716100
2020-06-05,236.22000122070312,240.3000030517578,235.6300048828125,239.69000244140625,47365600
2020-06-08,239.5399932861328,241.67999267578125,237.91000366210935,241.5500030517578,32937300
2020-06-09,240.66000366210935,244.17999267578125,240.47000122070312,243.3000030517578,35046300
2020-06-10,245.0500030517578,247.82000732421875,244.50999450683597,246.22000122070312,58084400
2020-06-11,242.16000366210935,243.58999633789065,233.9600067138672,234.0200042724609,72919400
2020-06-12,239.08999633789065,240.3999938964844,231.7400054931641,235.8800048828125,72034800
2020-06-15,232.44000244140625,239.4499969482422,231.47000122070312,238.75,45307400
2020-06-16,243.77999877929688,244.38999938964844,239.1000061035156,242.8500061035156,48890100
2020-06-17,244.3999938964844,245.5,242.72999572753903,243.6199951171875,34749300
2020-06-18,243.2899932861328,244.52999877929688,242.4900054931641,244.27999877929688,30578600
2020-06-19,246.72999572753903,247.0,242.4499969482422,244.2400054931641,49422100
2020-06-22,243.67999267578125,246.8699951171875,243.3800048828125,246.7400054931641,24068700
2020-06-23,248.38999938964844,251.1499938964844,247.82000732421875,248.83999633789065,32767400
2020-06-24,248.05999755859372,249.3300018310547,242.16000366210935,243.7100067138672,46032400
2020-06-25,243.8000030517578,246.33999633789065,241.13999938964844,246.02999877929688,36940800
2020-06-26,245.77999877929688,245.9600067138672,239.67999267578125,240.22000122070312,52824600
2020-06-29,239.97000122070312,242.8500061035156,237.3500061035156,242.83999633789065,34377800
2020-06-30,242.7700042724609,248.16000366210935,242.5800018310547,247.6000061035156,38909200
2020-07-01,247.63999938964844,251.5200042724609,247.0800018310547,250.4900054931641,34689200
2020-07-02,253.0200042724609,254.2700042724609,251.7100067138672,252.19000244140625,31956500
2020-07-06,255.4499969482422,258.92999267578125,255.42999267578125,258.3900146484375,34589000
2020-07-07,258.1300048828125,260.8800048828125,256.29998779296875,256.6099853515625,36578200
2020-07-08,257.9800109863281,260.0199890136719,256.5,259.989990234375,30426300
2020-07-09,261.9700012207031,262.8699951171875,257.6300048828125,262.17999267578125,40312900
2020-07-10,262.0299987792969,264.2300109863281,259.260009765625,263.9700012207031,32885300
2020-07-13,266.9100036621094,269.7900085449219,257.69000244140625,258.5400085449219,64108100
2020-07-14,255.92999267578125,260.7900085449219,252.75999450683597,260.3699951171875,72230500
2020-07-15,261.8299865722656,262.69000244140625,257.489990234375,260.8999938964844,54523900
2020-07-16,258.0199890136719,259.7799987792969,255.6199951171875,259.1199951171875,47594100
2020-07-17,259.5899963378906,260.3099975585937,257.1700134277344,259.4200134277344,35137900
2020-07-20,260.0799865722656,267.42999267578125,258.7900085449219,266.7799987792969,40610100
2020-07-21,268.3999938964844,268.4100036621094,263.1300048828125,264.0,43243800
2020-07-22,264.510009765625,265.8900146484375,262.54998779296875,264.92999267578125,29865500
2020-07-23,264.510009765625,265.239990234375,256.54998779296875,258.010009765625,51363500
2020-07-24,254.0399932861328,256.92999267578125,251.32000732421875,255.55999755859372,54054500
